derivation,example,explanation,pinyin,word,abbreviation,pinyin_r,first,last
元·无名氏《百花亭》第三折常言道海深须见底，各办着个真心实意。”,他相信献忠确实是～地归顺朝廷。★姚雪垠《李自成》第一卷第十六章,心意真实诚恳，没有虚假。,zhēn xīn chéng yì,真心诚意,zxcy,zhen xin cheng yi,zhen,yi
元·无名氏《百花亭》第三折常言道海深须见底，各办着个真心实意。”,～，才能找到知己。,心意真实诚恳，没有虚假。,zhēn xīn shí yì,真心实意,zxsy,zhen xin shi yi,zhen,yi
清·曹雪芹《红楼梦》第二十九回那黛玉偏生也是个有些痴病的，也每用假情试探。因你也将真心真意瞒起来，我也将真心真意瞒起来，都只用假意试探。”,你猜炳哥怎么说的？他说他从前～爱过的，只有一个人。真心真意好过的，也只有一个人。★欧阳山《苦斗》第二十二章,犹真心实意。,zhēn xīn zhēn yì,真心真意,zxzy,zhen xin zhen yi,zhen,yi
明·冯梦龙《警世通言》卷三真知灼见者，尚且有误，何况其他！”,两家之学皆深入宋儒之室，但以汉学为不可废耳，多倚墙之见，依违之言，岂～者哉！★江藩《汉学师承记·顾炎武》,灼明白，透彻。正确而透彻的见解。,zhēn zhī zhuó jiàn,真知灼见,zzzj,zhen zhi zhuo jian,zhen,jian
《晋书·刘琨传》吾枕戈待旦，志枭逆虏。”,我先前只知道武将大抵通文，当～”的时候，就会做骈体电报，这回才明白虽是文官，也有深谙韬略的了。★鲁迅《准风月谈·冲》,戈古代的一种兵器；旦早晨。意思是立志杀敌，枕着武器睡觉等天亮。形容时刻准备作战，。,zhěn gē dài dàn,枕戈待旦,zgdd,zhen ge dai dan,zhen,dan
汉·李陵《答苏武书》然陵振臂一呼，创病皆起。”,此话甚有道理。目前百姓生活于水深火热之中，朝不保夕，只要有人～，谁不揭竿而起。★姚雪垠《李自成》,振挥动。挥动手臂呼喊（多用在号召）。,zhèn bì yī hū,振臂一呼,zbyh,zhen bi yi hu,zhen,hu
峻青《火把赞》啊，火把，这饱经革命风暴的胶东老根据地的乡亲们手中高举的火把，是那么炽热，那么明亮，那么振奋人心。”,无,振奋振作奋发。使人们振作奋发。,zhèn fèn rén xīn,振奋人心,zfrx,zhen fen ren xin,zhen,xin
清·袁枚《随园诗话补遗》卷一此数言，振聋发聩，想当时必有迂儒曲士以经学谈诗者。”,无,聩天生耳聋，引伸为不明事理。声音很大，使耳聋的人也听得见。比喻用语言文字唤醒糊涂麻木的人，使他们清醒过来。,zhèn lóng fā kuì,振聋发聩,zlfk,zhen long fa kui,zhen,kui
清·梁启超《关税权问题》今者外人之以排外相诬者，既振振有词，其乌可更为无谋之举，以授之口实也。”,无,理直气壮的样子。形容自以为理由很充分，说个不休。,zhèn zhèn yǒu cí,振振有词,zzyc,zhen zhen you ci,zhen,ci
清·梁启超《关税权问题》今者外人之以排外相诬者，既振振有词，其乌可更为无谋之举，以授之口实也。”,小顺儿的妈的北平话，遇到理直气壮～的时候，是词汇丰富，而语调清脆，象清夜的叙子似的。★老舍《四世同堂》八,振振理直气壮的样子。形容自以为理由充分，说个没完。,zhèn zhèn yǒu cí,振振有辞,zzyc,zhen zhen you ci,zhen,ci
沙汀《呼嚎》每座茶馆里都人声鼎沸，而超越这个，则是茶堂倌震耳欲聋的吆喝。”,无,形容声音很大，耳朵都快震聋了。,zhèn ěr yù lóng,震耳欲聋,zeyl,zhen er yu long,zhen,long
《后汉书·任隗传》窦宪秉权，专作威福，内外朝臣莫不震撼。”,无,撼摇动。指某件事对人内心震动很大。,zhèn hàn rén xīn,震撼人心,zhrx,zhen han ren xin,zhen,xin
《三国志·魏志·文帝纪》裴松之注惟黄初七年五月七日，大行皇帝崩，呜呼哀哉！于时天震地骇。”《水经注·河水》涛涌波襄，雷奔电泄，震天动地。”,二县百姓号哭之声，～。★明·罗贯中《三国演义》第四十一回,震震动；动摇动。震动了天地。形容声音或声势极大。,zhèn tiān dòng dì,震天动地,ztdd,zhen tian dong di,zhen,di
《晋书·陶侃传》常语人曰‘大禹圣者，乃惜寸阴，至于众人，当惜分阴。’”,我们在学习上要～。,一分一秒也不放过。形容充分利用时间。,zhēng fēn duó miǎo,争分夺秒,zfdm,zheng fen duo miao,zheng,miao
明·冯梦龙《醒世恒言》卷一那时我争风吃醋便迟了。”,凌家这两个婆娘，彼此疑惑，你疑惑我多得了主子的钱，我疑惑你多得了主子的钱，～争吵起来。★清·吴敬梓《儒林外史》第四十五回,争嬜，争夺；风风韵，多指女子。指因男女关系而妒忌、争吵。,zhēng fēng chī cù,争风吃醋,zfcc,zheng feng chi cu,zheng,cu
宋·吴曾《能改斋漫录·方物·芍药谱》名品相压，争妍斗奇，故者未厌，而新者已盛。”,尤其令邓幺姑神往的，就是讲到成都一般大户人家的生活，以及妇女们～的打扮。★李喆人《死水微澜》一,奇奇异；艳色彩鲜艳。形容百花竞放，十分艳丽。,zhēng qí dòu yàn,争奇斗艳,zqdy,zheng qi dou yan,zheng,yan
清·文康《儿女英雄传》第35回任是争强好胜的，偏逢用违所长。”,个人的～，狗屁不值。★杨朔《北线》,争争夺；强优胜；好喜爱。争为强者，事事处处都喜欢超过和压倒别人。,zhēng qiáng hào shèng,争强好胜,zqhs,zheng qiang hao sheng,zheng,sheng
郭沫若《蔡文姬》第三幕他们就只晓得争权夺利，草菅人命。”,无,争夺权力和利益。,zhēng quán duó lì,争权夺利,zqdl,zheng quan duo li,zheng,li
清·张春帆《宦海》第十四回一个个争先恐后的直抢上来。”,在学校举行的运动会上，各班同学～，奋力争先。,抢着向前，唯恐落后。,zhēng xiān kǒng hòu,争先恐后,zxkh,zheng xian kong hou,zheng,hou
毛泽东《沁园春·长沙》词携来百侣同游。忆往昔峥嵘岁月稠。”,无,峥嵘不平凡，不寻常。形容不平凡的年月。,zhēng róng suì yuè,峥嵘岁月,zrsy,zheng rong sui yue,zheng,yue
无,敌人见利诱不成，便露出了他们的～，用枪毙来威胁革命者。,形容凶恶的相貌。,zhēng níng miàn mù,狰狞面目,znmm,zheng ning mian mu,zheng,mu
柯岩《奇异的书简·美的追求者》狂风暴雨刮走的只是枯枝败叶，留下的却是铮铮铁骨。”,铁窗生活并没有销磨他的～。★袁鹰《悲欢·不灭的诗魂》,比喻人的刚正不阿，坚强不屈的骨气。,zhēng zhēng tiě gǔ,铮铮铁骨,zztg,zheng zheng tie gu,zheng,gu
无,我们伟大的祖国生机勃勃，蒸蒸日上。,蒸蒸一升、兴盛的样子。形容事业一天天向上发展。,zhēng zhēng rì shàng,蒸蒸日上,zzrs,zheng zheng ri shang,zheng,shang
无,我们已经～，向五指山主峰挺进。,整理好行装，等待出发。,zhěng zhuāng dài fā,整装待发,zzdf,zheng zhuang dai fa,zheng,fa
《汉书·刑法志》岂宜惟思所以清原正本之论，删定律令。”《晋书·武帝纪》思与天下式明王度，正本清源。”,～的工作是艰巨复杂的，必须下大力气抓好。,正本从根本上整顿；清源从源头上清理。从根本上整顿，从源头上清理。比喻从根本上加以整顿清理。,zhèng běn qīng yuán,正本清源,zbqy,zheng ben qing yuan,zheng,yuan
宋·朱熹《答吕伯恭书》大抵圣贤之心，正大光明，洞然四达。”,这会儿讲走门路，～大道儿，自然要让连公公，那是老牌子。★清·曾朴《孽海花》第二十一回,心怀坦白，言行正派。,zhèng dà guāng míng,正大光明,zdgm,zheng da guang ming,zheng,ming
《史记·日者列传》宋忠、贾谊瞿然而悟，猎缨正襟危坐。”,Ｒ先生把我请在一把上位的太师椅上坐下，～和我对话起来。★郭沫若《学生时代·到宜兴去》,襟衣襟；危坐端正地坐着。整一整衣服，端正地坐着。形容严肃或拘谨的样子。,zhèng jīn wēi zuò,正襟危坐,zjwz,zheng jin wei zuo,zheng,zuo
张天民《创业》第二章秦发愤却当了真，正经八百地说‘抗美援朝的时候起的。’”,想想自己这一路上的表现，哪够上一个～儿的大庆人？★李汉平《吓一跳”的故事》,①正经的，严肃认真的。②犹名副其实。,zhèng jīng bā bǎi,正经八百,zjbb,zheng jing ba bai,zheng,bai
罗广斌、杨益言《红岩》第十章许云峰把椅子一推，正气凛然地站在大厅当中，昂头命令道‘送我回监狱！’”,无,正气刚正之气。凛然可敬畏的样子。形容正气威严不可侵犯。,zhèng qì lǐn rán,正气凛然,zqlr,zheng qi lin ran,zheng,ran
《旧唐书·崔胤传》胤所悦者阘茸下辈，所恶者正人君子。人人悚惧，朝不保夕。”,旬这样的才是斯文骨肉朋友，有意气，有肝胆，相与了这样～，也不枉了。★清·吴敬梓《儒林外史》第十四回,旧时指品行端正的人。现多作讽刺的用法，指假装正经的人。,zhèng rén jūn zǐ,正人君子,zrjz,zheng ren jun zi,zheng,zi
《后汉书·刘玄传》帝方对我饮，正用此时持事来乎！”,不想他那里来请，～。★明·兰陵笑笑生《金瓶梅词话》第五十回,正合自己的心意。,zhèng zhòng xià huái,正中下怀,zzxh,zheng zhong xia huai,zheng,huai
清·曹雪芹《红楼梦》第八十六回尸场检验，证据确凿。且并未用刑，尔兄自认斗杀，招供在案。今尔远来，并非目睹，何得捏词妄控。理应治罪，姑念为兄情切，且恕。不准。”,深恐不法勇丁，骚扰百姓，所以面谕本县倘有前项情事，～，准其到县指控。审明之后，即以军法从事，决不宽贷。★清·李宝嘉《官场现形记》第十五回,确凿确实。证据确实可靠，无法否认。,zhèng jù què záo,证据确凿,zjqz,zheng ju que zao,zheng,zao
清·曹雪芹《红楼梦》第四回所以郑重其事，必得三日后方进门。”,孙俊英背剪着手，～地在墙前站着看标语。★冯德英《迎春花》第六章,郑重审慎，严肃认真。形容说话做事时态度非常严肃认真。,zhèng zhòng qí shì,郑重其事,zzqs,zheng zhong qi shi,zheng,shi
《左传·成公十六年》鲁之有季孟，犹晋之有栾范也，政令于是乎成。今其谋曰‘晋政多门，不可从也。’”,无,原意是政令出自几个卿大夫的门下。指中央领导软弱，国家权力分散。,zhèng chū duō mén,政出多门,zcdm,zheng chu duo men,zheng,men
宋·范仲淹《岳阳楼记》越明年，政通人和，百废俱兴。”,及擢守严陵，～，始从事于梨枣。★清·鲍廷博《青本刻纪事》,政事通达，人心和顺。形容国家稳定，人民安乐。,zhèng tōng rén hé,政通人和,ztrh,zheng tong ren he,zheng,he
清·魏僖《尧峰文钞·答陈霭公论文书一》而及其求之以道，则小者多支离破碎而不合，大者乃敢于披猖磔裂，尽决去圣人畔岸，而剪拔其藩篱。”,我们不要把文章分析得～。,支离零散，残缺。形容事物零散破碎，不完整。,zhī lí pò suì,支离破碎,zlps,zhi li po sui,zhi,sui
清·文康《儿女英雄传》第五回我既这等苦苦相问，你自然就该侃侃而谈，怎么问了半日，你一味的吞吞吐吐，支支吾吾？”,指导员觉得黄金宝有点反常，两只眼映着灯闪光，好像含着泪，问他又～地不肯明说。★杨朔《熔炉》,指说话吞吞吐吐，含混躲闪。亦作支支梧梧”。,zhī zhī wú wú,支支吾吾,zzww,zhi zhi wu wu,zhi,wu
明·孙柚《琴心记》愿人间天上共效绸缪，贺郎君玉润水清，祝小姐枝繁叶茂。”,无,枝叶繁密茂盛。,zhī fán yè mào,枝繁叶茂,zfym,zhi fan ye mao,zhi,mao
清·吴敬梓《儒林外史》第四回好僧官老爷！知法犯法！”,对～的人，应该严惩不贷。,知道法律，又违反法律。指明知故犯。,zhī fǎ fàn fǎ,知法犯法,zfff,zhi fa fan fa,zhi,fa
《孙子·谋攻》知己知彼，百战不殆。”,对付敌人，一定要～，才能百战百胜。★曲波《林海雪原》十一,原意是如果对敌我双方的情况都能了解透彻，打起仗来就可以立于不败之地。泛指对双方情况都很了解。,zhī jǐ zhī bǐ,知己知彼,zjzb,zhi ji zhi bi,zhi,bi
无,我们在学习中要知难而进，绝不可知难而退。,迎着困难上。,zhī nán ér jìn,知难而进,znej,zhi nan er jin,zhi,jin
《左传·宣公十二年》见可而行，知难而退，军之善政也。”,尤其是因为在那一级里有三、四个吵客”，弄得那位英文教员不得不～。★邹韬奋《经历·新饭碗问题》,原指作战要见机而行，不要做实际上无法办到的事◇泛指知道事情困难就后退。,zhī nán ér tuì,知难而退,znet,zhi nan er tui,zhi,tui
汉·班彪《王命论》盖在高祖，其兴也有五一曰帝尧之功裔，二曰体貌多奇异，三曰神武有征应，四曰宽明而仁恕，五曰知人善任使。”,只有～，才能人尽其才。,知了解，知道；任任用，使用。善于认识人的品德和才能，最合理地使用。,zhī rén shàn rèn,知人善任,zrsr,zhi ren shan ren,zhi,ren
宋·苏洵《衡论·远虑》知无不言，言无不尽，百人誉之不加密，百人毁之不加疏。”,他非常直爽，别人对向他请教，他总是～。,凡是知道的没有不说的。,zhī wú bù yán,知无不言,zwby,zhi wu bu yan,zhi,yan
《尚书·说命中》说拜稽首曰‘非知之艰，行之惟艰。’”孔传言知之易，行之难。”,现在提出这问题，盖亦～，遂只得空口说白话，而望垦辟于健者也。★鲁迅《准风月谈·我们怎样教育儿童的？》,知懂得。认识事情的道理较易，实行其事较难。,zhī yì xíng nán,知易行难,zyxn,zhi yi xing nan,zhi,
先秦·李耳《老子》祸莫大于不知足，咎莫大于欲得，故知足之足常足矣。”,一个快乐主义者首先得有知足的修养，就是古训所谓‘～’。★王西彦《古屋》第一部,知道满足，就总是快乐。形容安于已经得到的利益、地位。,zhī zú cháng lè,知足常乐,zzcl,zhi zu chang le,zhi,le
无,这位法官一贯秉公办案，执法如山，不徇私情。,执行法律象山一样不可动摇。,zhí fǎ rú shān,执法如山,zfrs,zhi fa ru shan,zhi,shan
